"input_name","market_hash_name","type"
"骷髅匕首（★） | 蓝钢 (略有磨损)","★ Skeleton Knife | Blue Steel (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 蓝钢 (战痕累累)","★ Skeleton Knife | Blue Steel (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 蓝钢 (崭新出厂)","★ Skeleton Knife | Blue Steel (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 蓝钢 (久经沙场)","★ Skeleton Knife | Blue Steel (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 致命紫罗兰 (破损不堪)","★ Skeleton Knife | Ultraviolet (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 致命紫罗兰 (略有磨损)","★ Skeleton Knife | Ultraviolet (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 致命紫罗兰 (战痕累累)","★ Skeleton Knife | Ultraviolet (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 致命紫罗兰 (久经沙场)","★ Skeleton Knife | Ultraviolet (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 狩猎网格 (破损不堪)","★ Skeleton Knife | Safari Mesh (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 狩猎网格 (略有磨损)","★ Skeleton Knife | Safari Mesh (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 狩猎网格 (战痕累累)","★ Skeleton Knife | Safari Mesh (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 狩猎网格 (崭新出厂)","★ Skeleton Knife | Safari Mesh (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 狩猎网格 (久经沙场)","★ Skeleton Knife | Safari Mesh (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 渐变大理石 (崭新出厂)","★ Skeleton Knife | Marble Fade (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 深红之网 (破损不堪)","★ Skeleton Knife | Crimson Web (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 深红之网 (略有磨损)","★ Skeleton Knife | Crimson Web (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 深红之网 (战痕累累)","★ Skeleton Knife | Crimson Web (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 深红之网 (久经沙场)","★ Skeleton Knife | Crimson Web (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 森林 DDPAT (破损不堪)","★ Skeleton Knife | Forest DDPAT (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 森林 DDPAT (略有磨损)","★ Skeleton Knife | Forest DDPAT (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 森林 DDPAT (战痕累累)","★ Skeleton Knife | Forest DDPAT (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 森林 DDPAT (久经沙场)","★ Skeleton Knife | Forest DDPAT (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 枯焦之色 (破损不堪)","★ Skeleton Knife | Scorched (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 枯焦之色 (略有磨损)","★ Skeleton Knife | Scorched (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 枯焦之色 (战痕累累)","★ Skeleton Knife | Scorched (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 枯焦之色 (久经沙场)","★ Skeleton Knife | Scorched (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 屠夫 (略有磨损)","★ Skeleton Knife | Slaughter (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 屠夫 (崭新出厂)","★ Skeleton Knife | Slaughter (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 屠夫 (久经沙场)","★ Skeleton Knife | Slaughter (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 大马士革钢 (破损不堪)","★ Skeleton Knife | Damascus Steel (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 大马士革钢 (略有磨损)","★ Skeleton Knife | Damascus Steel (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 大马士革钢 (战痕累累)","★ Skeleton Knife | Damascus Steel (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 大马士革钢 (崭新出厂)","★ Skeleton Knife | Damascus Steel (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 大马士革钢 (久经沙场)","★ Skeleton Knife | Damascus Steel (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 夜色 (破损不堪)","★ Skeleton Knife | Night Stripe (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 夜色 (略有磨损)","★ Skeleton Knife | Night Stripe (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 夜色 (战痕累累)","★ Skeleton Knife | Night Stripe (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 夜色 (久经沙场)","★ Skeleton Knife | Night Stripe (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 多普勒 (略有磨损)","★ Skeleton Knife | Doppler (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 多普勒 (崭新出厂)","★ Skeleton Knife | Doppler (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 外表生锈 (破损不堪)","★ Skeleton Knife | Rust Coat (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 外表生锈 (战痕累累)","★ Skeleton Knife | Rust Coat (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 北方森林 (破损不堪)","★ Skeleton Knife | Boreal Forest (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 北方森林 (略有磨损)","★ Skeleton Knife | Boreal Forest (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 北方森林 (战痕累累)","★ Skeleton Knife | Boreal Forest (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 北方森林 (崭新出厂)","★ Skeleton Knife | Boreal Forest (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 北方森林 (久经沙场)","★ Skeleton Knife | Boreal Forest (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★） | 人工染色 (破损不堪)","★ Skeleton Knife | Stained (Well-Worn)","★ 隐秘 匕首"
"骷髅匕首（★） | 人工染色 (略有磨损)","★ Skeleton Knife | Stained (Minimal Wear)","★ 隐秘 匕首"
"骷髅匕首（★） | 人工染色 (战痕累累)","★ Skeleton Knife | Stained (Battle-Scarred)","★ 隐秘 匕首"
"骷髅匕首（★） | 人工染色 (崭新出厂)","★ Skeleton Knife | Stained (Factory New)","★ 隐秘 匕首"
"骷髅匕首（★） | 人工染色 (久经沙场)","★ Skeleton Knife | Stained (Field-Tested)","★ 隐秘 匕首"
"骷髅匕首（★）","★ Skeleton Knife","★ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 都市伪装 (破损不堪)","★ StatTrak™ Skeleton Knife | Urban Masked (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 都市伪装 (略有磨损)","★ StatTrak™ Skeleton Knife | Urban Masked (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 都市伪装 (战痕累累)","★ StatTrak™ Skeleton Knife | Urban Masked (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 都市伪装 (久经沙场)","★ StatTrak™ Skeleton Knife | Urban Masked (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 表面淬火 (破损不堪)","★ StatTrak™ Skeleton Knife | Case Hardened (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 表面淬火 (略有磨损)","★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 表面淬火 (战痕累累)","★ StatTrak™ Skeleton Knife | Case Hardened (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 表面淬火 (久经沙场)","★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 虎牙 (崭新出厂)","★ StatTrak™ Skeleton Knife | Tiger Tooth (Factory New)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 蓝钢 (破损不堪)","★ StatTrak™ Skeleton Knife | Blue Steel (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 蓝钢 (略有磨损)","★ StatTrak™ Skeleton Knife | Blue Steel (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 蓝钢 (久经沙场)","★ StatTrak™ Skeleton Knife | Blue Steel (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 致命紫罗兰 (破损不堪)","★ StatTrak™ Skeleton Knife | Ultraviolet (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 致命紫罗兰 (略有磨损)","★ StatTrak™ Skeleton Knife | Ultraviolet (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 致命紫罗兰 (久经沙场)","★ StatTrak™ Skeleton Knife | Ultraviolet (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 狩猎网格 (略有磨损)","★ StatTrak™ Skeleton Knife | Safari Mesh (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 狩猎网格 (战痕累累)","★ StatTrak™ Skeleton Knife | Safari Mesh (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 狩猎网格 (久经沙场)","★ StatTrak™ Skeleton Knife | Safari Mesh (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 渐变大理石 (略有磨损)","★ StatTrak™ Skeleton Knife | Marble Fade (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 渐变大理石 (崭新出厂)","★ StatTrak™ Skeleton Knife | Marble Fade (Factory New)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 渐变之色 (崭新出厂)","★ StatTrak™ Skeleton Knife | Fade (Factory New)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 深红之网 (略有磨损)","★ StatTrak™ Skeleton Knife | Crimson Web (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 深红之网 (战痕累累)","★ StatTrak™ Skeleton Knife | Crimson Web (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 深红之网 (久经沙场)","★ StatTrak™ Skeleton Knife | Crimson Web (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 森林 DDPAT (破损不堪)","★ StatTrak™ Skeleton Knife | Forest DDPAT (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 森林 DDPAT (略有磨损)","★ StatTrak™ Skeleton Knife | Forest DDPAT (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 森林 DDPAT (战痕累累)","★ StatTrak™ Skeleton Knife | Forest DDPAT (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 森林 DDPAT (久经沙场)","★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 枯焦之色 (战痕累累)","★ StatTrak™ Skeleton Knife | Scorched (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 枯焦之色 (久经沙场)","★ StatTrak™ Skeleton Knife | Scorched (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 屠夫 (略有磨损)","★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 屠夫 (崭新出厂)","★ StatTrak™ Skeleton Knife | Slaughter (Factory New)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 屠夫 (久经沙场)","★ StatTrak™ Skeleton Knife | Slaughter (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 大马士革钢 (略有磨损)","★ StatTrak™ Skeleton Knife | Damascus Steel (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 大马士革钢 (崭新出厂)","★ StatTrak™ Skeleton Knife | Damascus Steel (Factory New)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 大马士革钢 (久经沙场)","★ StatTrak™ Skeleton Knife | Damascus Steel (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 夜色 (略有磨损)","★ StatTrak™ Skeleton Knife | Night Stripe (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 夜色 (战痕累累)","★ StatTrak™ Skeleton Knife | Night Stripe (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 夜色 (久经沙场)","★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 外表生锈 (战痕累累)","★ StatTrak™ Skeleton Knife | Rust Coat (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 北方森林 (略有磨损)","★ StatTrak™ Skeleton Knife | Boreal Forest (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 北方森林 (战痕累累)","★ StatTrak™ Skeleton Knife | Boreal Forest (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 北方森林 (久经沙场)","★ StatTrak™ Skeleton Knife | Boreal Forest (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 人工染色 (破损不堪)","★ StatTrak™ Skeleton Knife | Stained (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 人工染色 (略有磨损)","★ StatTrak™ Skeleton Knife | Stained (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 人工染色 (战痕累累)","★ StatTrak™ Skeleton Knife | Stained (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™） | 人工染色 (久经沙场)","★ StatTrak™ Skeleton Knife | Stained (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"骷髅匕首（★ StatTrak™）","★ StatTrak™ Skeleton Knife","★ StatTrak™ 隐秘 匕首"
"驾驶手套（★） | 雪豹 (破损不堪)","★ Driver Gloves | Snow Leopard (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 雪豹 (战痕累累)","★ Driver Gloves | Snow Leopard (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 雪豹 (久经沙场)","★ Driver Gloves | Snow Leopard (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 超越 (破损不堪)","★ Driver Gloves | Overtake (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 超越 (略有磨损)","★ Driver Gloves | Overtake (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 超越 (战痕累累)","★ Driver Gloves | Overtake (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 超越 (久经沙场)","★ Driver Gloves | Overtake (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 西装革履 (破损不堪)","★ Driver Gloves | Black Tie (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 西装革履 (略有磨损)","★ Driver Gloves | Black Tie (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 西装革履 (战痕累累)","★ Driver Gloves | Black Tie (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 西装革履 (久经沙场)","★ Driver Gloves | Black Tie (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 蓝紫格子 (破损不堪)","★ Driver Gloves | Imperial Plaid (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 蓝紫格子 (略有磨损)","★ Driver Gloves | Imperial Plaid (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 蓝紫格子 (战痕累累)","★ Driver Gloves | Imperial Plaid (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 蓝紫格子 (久经沙场)","★ Driver Gloves | Imperial Plaid (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 菱背蛇纹 (破损不堪)","★ Driver Gloves | Diamondback (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 菱背蛇纹 (战痕累累)","★ Driver Gloves | Diamondback (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 菱背蛇纹 (久经沙场)","★ Driver Gloves | Diamondback (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 美洲豹女王 (破损不堪)","★ Driver Gloves | Queen Jaguar (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 美洲豹女王 (略有磨损)","★ Driver Gloves | Queen Jaguar (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 美洲豹女王 (战痕累累)","★ Driver Gloves | Queen Jaguar (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 美洲豹女王 (崭新出厂)","★ Driver Gloves | Queen Jaguar (Factory New)","★ 非凡 手套"
"驾驶手套（★） | 美洲豹女王 (久经沙场)","★ Driver Gloves | Queen Jaguar (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 绯红列赞 (破损不堪)","★ Driver Gloves | Rezan the Red (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 绯红列赞 (略有磨损)","★ Driver Gloves | Rezan the Red (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 绯红列赞 (战痕累累)","★ Driver Gloves | Rezan the Red (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 绯红列赞 (崭新出厂)","★ Driver Gloves | Rezan the Red (Factory New)","★ 非凡 手套"
"驾驶手套（★） | 绯红列赞 (久经沙场)","★ Driver Gloves | Rezan the Red (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 王蛇 (破损不堪)","★ Driver Gloves | King Snake (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 王蛇 (略有磨损)","★ Driver Gloves | King Snake (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 王蛇 (战痕累累)","★ Driver Gloves | King Snake (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 王蛇 (久经沙场)","★ Driver Gloves | King Snake (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 深红织物 (战痕累累)","★ Driver Gloves | Crimson Weave (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 月色织物 (破损不堪)","★ Driver Gloves | Lunar Weave (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 月色织物 (略有磨损)","★ Driver Gloves | Lunar Weave (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 月色织物 (战痕累累)","★ Driver Gloves | Lunar Weave (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 月色织物 (久经沙场)","★ Driver Gloves | Lunar Weave (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 护卫 (略有磨损)","★ Driver Gloves | Convoy (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 护卫 (战痕累累)","★ Driver Gloves | Convoy (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 护卫 (久经沙场)","★ Driver Gloves | Convoy (Field-Tested)","★ 非凡 手套"
"驾驶手套（★） | 墨绿色调 (破损不堪)","★ Driver Gloves | Racing Green (Well-Worn)","★ 非凡 手套"
"驾驶手套（★） | 墨绿色调 (略有磨损)","★ Driver Gloves | Racing Green (Minimal Wear)","★ 非凡 手套"
"驾驶手套（★） | 墨绿色调 (战痕累累)","★ Driver Gloves | Racing Green (Battle-Scarred)","★ 非凡 手套"
"驾驶手套（★） | 墨绿色调 (崭新出厂)","★ Driver Gloves | Racing Green (Factory New)","★ 非凡 手套"
"驾驶手套（★） | 墨绿色调 (久经沙场)","★ Driver Gloves | Racing Green (Field-Tested)","★ 非凡 手套"
"马尔库斯·戴劳 | 联邦调查局（FBI）人质营救队","Markus Delrow | FBI HRT","卓越 探员"
"马克西姆斯 | 军刀","Maximus | Sabre","卓越 探员"
"飞贼波兹曼 | 专业人士","Safecracker Voltzmann | The Professionals","非凡 探员"
"音乐盒（StatTrak™） | 完美世界，诶嘿","StatTrak™ Music Kit | Perfect World, Ay Hey","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | 完美世界 - 花脸","StatTrak™ Music Kit | Perfect World, 花脸 Hua Lian (Painted Face)","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | 多名作曲家 - 迈阿密热线","StatTrak™ Music Kit | Various Artists, Hotline Miami","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Twin Atlantic - GLA","StatTrak™ Music Kit | Twin Atlantic, GLA","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | TWERL 和 Ekko & Sidetrack - 万众瞩目","StatTrak™ Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Troels Folmann - 超爆话筒","StatTrak™ Music Kit | Troels Folmann, Uber Blasto Phone","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Tree Adams，柒月","StatTrak™ Music Kit | Tree Adams, Seventh Moon","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Tree Adams 和 Ben Bromfield - M.U.D.D. 军团","StatTrak™ Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Tim Huling，恶魔油漆刷","StatTrak™ Music Kit | Tim Huling, Devil's Paintbrush","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Tim Huling - 新黑色电影","StatTrak™ Music Kit | Tim Huling, Neo Noir","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Tigercub，腐朽香氛","StatTrak™ Music Kit | Tigercub, The Perfume of Decay","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | The Verkkars - EZ4ENCE","StatTrak™ Music Kit | The Verkkars, EZ4ENCE","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | The Verkkars & n0thing - 闪光舞","StatTrak™ Music Kit | The Verkkars & n0thing, Flashbang Dance","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Sullivan King - 困兽","StatTrak™ Music Kit | Sullivan King, Lock Me Up","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Skog - 金属","StatTrak™ Music Kit | Skog, Metal","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Skog - III-竞技场","StatTrak™ Music Kit | Skog, III-Arena","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Skog - II-爆头","StatTrak™ Music Kit | Skog, II-Headshot","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Selective Response，纵欲狂欢","StatTrak™ Music Kit | Selective Response, No Love Only Pleasure","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Sean Murray - A*D*8","StatTrak™ Music Kit | Sean Murray, A*D*8","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Scarlxrd: 疤王","StatTrak™ Music Kit | Scarlxrd: King, Scar","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Scarlxrd - 电锯·追命","StatTrak™ Music Kit | Scarlxrd, CHAIN$AW.LXADXUT.","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Sasha - 地球末夜","StatTrak™ Music Kit | Sasha, LNOE","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Sarah Schachner - 蜂鸟","StatTrak™ Music Kit | Sarah Schachner, KOLIBRI","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Sam Marshall，危在旦夕","StatTrak™ Music Kit | Sam Marshall, Clutch","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Sam Marshall - 大胆尝试","StatTrak™ Music Kit | Sam Marshall, Bodacious","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Robert Allaire - 叛乱","StatTrak™ Music Kit | Robert Allaire, Insurgency","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Roam - 决心","StatTrak™ Music Kit | Roam, Backbone","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Rad Cat - 理由","StatTrak™ Music Kit | Rad Cat, Reason","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | PVRIS，常青","StatTrak™ Music Kit | PVRIS, Evergreen","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Proxy - 万夫莫敌包","StatTrak™ Music Kit | Proxy, Battlepack","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Noisia - 尖峰时刻","StatTrak™ Music Kit | Noisia, Sharpened","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | New Beat Fund - 海绵手指","StatTrak™ Music Kit | New Beat Fund, Sponge Fingerz","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Neck Deep - 躺平青年","StatTrak™ Music Kit | Neck Deep, The Lowlife Pack","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Neck Deep - 人生何处不青山","StatTrak™ Music Kit | Neck Deep, Life's Not Out To Get You","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Mord Fustang - 永恒之钻","StatTrak™ Music Kit | Mord Fustang, Diamonds","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Midnight Riders - 圣诞之欲","StatTrak™ Music Kit | Midnight Riders, All I Want for Christmas","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Michael Bross - 大举入侵！","StatTrak™ Music Kit | Michael Bross, Invasion!","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Meechy Darko - 哥特浮华","StatTrak™ Music Kit | Meechy Darko, Gothic Luxury","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Matt Levine，特工","StatTrak™ Music Kit | Matt Levine, Agency","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Matt Levine - 漂泊者","StatTrak™ Music Kit | Matt Levine, Drifter","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Matt Lange - 同型节奏","StatTrak™ Music Kit | Matt Lange, IsoRhythm","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Mateo Messina - 无人之境","StatTrak™ Music Kit | Mateo Messina, For No Mankind","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Lennie Moore - 爪哇哈瓦那放克乐","StatTrak™ Music Kit | Lennie Moore, Java Havana Funkaloo","StatTrak™ 高级 音乐盒"
